,variable,mapped_id,description,calculation,index,map
2780,repayment.3_yr_bb_fed_repayment.ugunkcomp.makingprogress,BBRR3_FED_UGUNK_MAKEPROG,Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers making progress after 3 years,,,
2781,repayment.3_yr_bb_fed_repayment.ugunkcomp.fullypaid,BBRR3_FED_UGUNK_PAIDINFULL,Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers paid in full after 3 years,,,
2782,repayment.3_yr_bb_fed_repayment.ugunkcomp.discharge,BBRR3_FED_UGUNK_DISCHARGE,Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers with all loans discharged after 3 years,,,
2783,repayment.3_yr_bb_fed_repayment.gr.count,BBRR3_FED_GR_N,Graduate federal student loan borrower-based 3-year borrower count,,,
2784,repayment.3_yr_bb_fed_repayment.gr.default,BBRR3_FED_GR_DFLT,Percentage of graduate federal student loan borrowers in default after 3 years,,,
2785,repayment.3_yr_bb_fed_repayment.gr.delinquent,BBRR3_FED_GR_DLNQ,Percentage of graduate federal student loan borrowers in delinquency after 3 years,,,
2786,repayment.3_yr_bb_fed_repayment.gr.forbearance,BBRR3_FED_GR_FBR,Percentage of graduate federal student loan borrowers in forbearance after 3 years,,,
2787,repayment.3_yr_bb_fed_repayment.gr.deferment,BBRR3_FED_GR_DFR,Percentage of graduate federal student loan borrowers in deferment after 3 years,,,
2788,repayment.3_yr_bb_fed_repayment.gr.noprogress,BBRR3_FED_GR_NOPROG,Percentage of graduate federal student loan borrowers not making progress after 3 years,,,
2789,repayment.3_yr_bb_fed_repayment.gr.makingprogress,BBRR3_FED_GR_MAKEPROG,Percentage of graduate federal student loan borrowers making progress after 3 years,,,
2790,repayment.3_yr_bb_fed_repayment.gr.fullypaid,BBRR3_FED_GR_PAIDINFULL,Percentage of graduate federal student loan borrowers paid in full after 3 years,,,
2791,repayment.3_yr_bb_fed_repayment.gr.discharge,BBRR3_FED_GR_DISCHARGE,Percentage of graduate federal student loan borrowers with all loans discharged after 3 years,,,
2792,repayment.3_yr_bb_fed_repayment.grcomp.count,BBRR3_FED_GRCOMP_N,Graduate completer graduate federal student loan borrower-based 3-year borrower count,,,
2793,repayment.3_yr_bb_fed_repayment.grcomp.default,BBRR3_FED_GRCOMP_DFLT,Percentage of graduate completer graduate federal student loan borrowers in default after 3 years,,,
2794,repayment.3_yr_bb_fed_repayment.grcomp.delinquent,BBRR3_FED_GRCOMP_DLNQ,Percentage of graduate completer graduate federal student loan borrowers in delinquency after 3 years,,,
2795,repayment.3_yr_bb_fed_repayment.grcomp.forbearance,BBRR3_FED_GRCOMP_FBR,Percentage of graduate completer graduate federal student loan borrowers in forbearance after 3 years,,,
2796,repayment.3_yr_bb_fed_repayment.grcomp.deferment,BBRR3_FED_GRCOMP_DFR,Percentage of graduate completer graduate federal student loan borrowers in deferment after 3 years,,,
2797,repayment.3_yr_bb_fed_repayment.grcomp.noprogress,BBRR3_FED_GRCOMP_NOPROG,Percentage of graduate completer graduate federal student loan borrowers not making progress after 3 years,,,
2798,repayment.3_yr_bb_fed_repayment.grcomp.makingprogress,BBRR3_FED_GRCOMP_MAKEPROG,Percentage of graduate completer graduate federal student loan borrowers making progress after 3 years,,,
2799,repayment.3_yr_bb_fed_repayment.grcomp.fullypaid,BBRR3_FED_GRCOMP_PAIDINFULL,Percentage of graduate completer graduate federal student loan borrowers paid in full after 3 years,,,
2800,repayment.3_yr_bb_fed_repayment.grcomp.discharge,BBRR3_FED_GRCOMP_DISCHARGE,Percentage of graduate completer graduate federal student loan borrowers with all loans discharged after 3 years,,,
2801,repayment.3_yr_bb_fed_repayment.grnocomp.count,BBRR3_FED_GRNOCOMP_N,Graduate non-completer graduate federal student loan borrower-based 3-year borrower count,,,
2802,repayment.3_yr_bb_fed_repayment.grnocomp.default,BBRR3_FED_GRNOCOMP_DFLT,Percentage of graduate non-completer graduate federal student loan borrowers in default after 3 years,,,
2803,repayment.3_yr_bb_fed_repayment.grnocomp.delinquent,BBRR3_FED_GRNOCOMP_DLNQ,Percentage of graduate non-completer graduate federal student loan borrowers in delinquency after 3 years,,,
2804,repayment.3_yr_bb_fed_repayment.grnocomp.forbearance,BBRR3_FED_GRNOCOMP_FBR,Percentage of graduate non-completer graduate federal student loan borrowers in forbearance after 3 years,,,
2805,repayment.3_yr_bb_fed_repayment.grnocomp.deferment,BBRR3_FED_GRNOCOMP_DFR,Percentage of graduate non-completer graduate federal student loan borrowers in deferment after 3 years,,,
2806,repayment.3_yr_bb_fed_repayment.grnocomp.noprogress,BBRR3_FED_GRNOCOMP_NOPROG,Percentage of graduate non-completer graduate federal student loan borrowers not making progress after 3 years,,,
2807,repayment.3_yr_bb_fed_repayment.grnocomp.makingprogress,BBRR3_FED_GRNOCOMP_MAKEPROG,Percentage of graduate non-completer graduate federal student loan borrowers making progress after 3 years,,,
2808,repayment.3_yr_bb_fed_repayment.grnocomp.fullypaid,BBRR3_FED_GRNOCOMP_PAIDINFULL,Percentage of graduate non-completer graduate federal student loan borrowers paid in full after 3 years,,,
2809,repayment.3_yr_bb_fed_repayment.grnocomp.discharge,BBRR3_FED_GRNOCOMP_DISCHARGE,Percentage of graduate non-completer graduate federal student loan borrowers with all loans discharged after 3 years,,,
2810,repayment.3_yr_bb_pp_repayment.ug.count,BBRR3_PP_UG_N,Undergraduate student Parent PLUS Loan borrower-based 3-year borrower count,,,
2811,repayment.3_yr_bb_pp_repayment.ug.default,BBRR3_PP_UG_DFLT,Percentage of undergraduate student Parent PLUS Loan borrowers in default after 3 years,,,
2812,repayment.3_yr_bb_pp_repayment.ug.delinquent,BBRR3_PP_UG_DLNQ,Percentage of undergraduate student Parent PLUS Loan borrowers in delinquency after 3 years,,,
2813,repayment.3_yr_bb_pp_repayment.ug.forbearance,BBRR3_PP_UG_FBR,Percentage of undergraduate student Parent PLUS Loan borrowers in forbearance after 3 years,,,
2814,repayment.3_yr_bb_pp_repayment.ug.deferment,BBRR3_PP_UG_DFR,Percentage of undergraduate student Parent PLUS Loan borrowers in deferment after 3 years,,,
2815,repayment.3_yr_bb_pp_repayment.ug.noprogress,BBRR3_PP_UG_NOPROG,Percentage of undergraduate student Parent PLUS Loan borrowers not making progress after 3 years,,,
2816,repayment.3_yr_bb_pp_repayment.ug.makingprogress,BBRR3_PP_UG_MAKEPROG,Percentage of undergraduate student Parent PLUS Loan borrowers making progress after 3 years,,,
2817,repayment.3_yr_bb_pp_repayment.ug.fullypaid,BBRR3_PP_UG_PAIDINFULL,Percentage of undergraduate student Parent PLUS Loan borrowers paid in full after 3 years,,,
2818,repayment.3_yr_bb_pp_repayment.ug.discharge,BBRR3_PP_UG_DISCHARGE,Percentage of undergraduate student Parent PLUS Loan borrowers with all loans discharged after 3 years,,,
2819,repayment.3_yr_bb_pp_repayment.ugcomp.count,BBRR3_PP_UGCOMP_N,Undergraduate completer undergraduate student Parent PLUS Loan borrower-based 3-year borrower count,,,
2820,repayment.3_yr_bb_pp_repayment.ugcomp.default,BBRR3_PP_UGCOMP_DFLT,Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in default after 3 years,,,
2821,repayment.3_yr_bb_pp_repayment.ugcomp.delinquent,BBRR3_PP_UGCOMP_DLNQ,Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in delinquency after 3 years,,,
2822,repayment.3_yr_bb_pp_repayment.ugcomp.forbearance,BBRR3_PP_UGCOMP_FBR,Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in forbearance after 3 years,,,
2823,repayment.3_yr_bb_pp_repayment.ugcomp.deferment,BBRR3_PP_UGCOMP_DFR,Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers in deferment after 3 years,,,
2824,repayment.3_yr_bb_pp_repayment.ugcomp.noprogress,BBRR3_PP_UGCOMP_NOPROG,Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers not making progress after 3 years,,,
2825,repayment.3_yr_bb_pp_repayment.ugcomp.makingprogress,BBRR3_PP_UGCOMP_MAKEPROG,Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers making progress after 3 years,,,
2826,repayment.3_yr_bb_pp_repayment.ugcomp.fullypaid,BBRR3_PP_UGCOMP_PAIDINFULL,Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers paid in full after 3 years,,,
2827,repayment.3_yr_bb_pp_repayment.ugcomp.discharge,BBRR3_PP_UGCOMP_DISCHARGE,Percentage of undergraduate completer undergraduate student Parent PLUS Loan borrowers with all loans discharged after 3 years,,,
2828,repayment.3_yr_bb_pp_repayment.ugnoncomp.count,BBRR3_PP_UGNOCOMP_N,Undergraduate non-completer undergraduate student Parent PLUS Loan borrower-based 3-year borrower count,,,
2829,repayment.3_yr_bb_pp_repayment.ugnoncomp.default,BBRR3_PP_UGNOCOMP_DFLT,Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in default after 3 years,,,
2830,repayment.3_yr_bb_pp_repayment.ugnoncomp.delinquent,BBRR3_PP_UGNOCOMP_DLNQ,Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in delinquency after 3 years,,,
2831,repayment.3_yr_bb_pp_repayment.ugnoncomp.forbearance,BBRR3_PP_UGNOCOMP_FBR,Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in forbearance after 3 years,,,
2832,repayment.3_yr_bb_pp_repayment.ugnoncomp.deferment,BBRR3_PP_UGNOCOMP_DFR,Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers in deferment after 3 years,,,
2833,repayment.3_yr_bb_pp_repayment.ugnoncomp.noprogress,BBRR3_PP_UGNOCOMP_NOPROG,Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers not making progress after 3 years,,,
2834,repayment.3_yr_bb_pp_repayment.ugnoncomp.makingprogress,BBRR3_PP_UGNOCOMP_MAKEPROG,Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers making progress after 3 years,,,
2835,repayment.3_yr_bb_pp_repayment.ugnoncomp.fullypaid,BBRR3_PP_UGNOCOMP_PAIDINFULL,Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers paid in full after 3 years,,,
2836,repayment.3_yr_bb_pp_repayment.ugnoncomp.discharge,BBRR3_PP_UGNOCOMP_DISCHARGE,Percentage of undergraduate non-completer undergraduate student Parent PLUS Loan borrowers with all loans discharged after 3 years,,,
2837,repayment.3_yr_bb_pp_repayment.ugunkcomp.count,BBRR3_PP_UGUNK_N,Undergraduate unknown completion status undergraduate student Parent PLUS Loan borrower-based 3-year borrower count,,,
2838,repayment.3_yr_bb_pp_repayment.ugunkcomp.default,BBRR3_PP_UGUNK_DFLT,Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in default after 3 years,,,
2839,repayment.3_yr_bb_pp_repayment.ugunkcomp.delinquent,BBRR3_PP_UGUNK_DLNQ,Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in delinquency after 3 years,,,
2840,repayment.3_yr_bb_pp_repayment.ugunkcomp.forbearance,BBRR3_PP_UGUNK_FBR,Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in forbearance after 3 years,,,
2841,repayment.3_yr_bb_pp_repayment.ugunkcomp.deferment,BBRR3_PP_UGUNK_DFR,Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers in deferment after 3 years,,,
2842,repayment.3_yr_bb_pp_repayment.ugunkcomp.noprogress,BBRR3_PP_UGUNK_NOPROG,Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers not making progress after 3 years,,,
2843,repayment.3_yr_bb_pp_repayment.ugunkcomp.makingprogress,BBRR3_PP_UGUNK_MAKEPROG,Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers making progress after 3 years,,,
2844,repayment.3_yr_bb_pp_repayment.ugunkcomp.fullypaid,BBRR3_PP_UGUNK_PAIDINFULL,Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers paid in full after 3 years,,,
2845,repayment.3_yr_bb_pp_repayment.ugunkcomp.discharge,BBRR3_PP_UGUNK_DISCHARGE,Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers with all loans discharged after 3 years,,,
2846,repayment.3_yr_bb_fed_repayment.independent.count,BBRR3_FED_IND_N,Independent federal student loan borrower-based 3-year borrower count,,,
2847,repayment.3_yr_bb_fed_repayment.independent.default,BBRR3_FED_IND_DFLT,Percentage of independent federal student loan borrowers in default after 3 years,,,
2848,repayment.3_yr_bb_fed_repayment.independent.delinquent,BBRR3_FED_IND_DLNQ,Percentage of independent federal student loan borrowers in delinquency after 3 years,,,
2849,repayment.3_yr_bb_fed_repayment.independent.forbearance,BBRR3_FED_IND_FBR,Percentage of independent federal student loan borrowers in forbearance after 3 years,,,
2850,repayment.3_yr_bb_fed_repayment.independent.deferment,BBRR3_FED_IND_DFR,Percentage of independent federal student loan borrowers in deferment after 3 years,,,
2851,repayment.3_yr_bb_fed_repayment.independent.noprogress,BBRR3_FED_IND_NOPROG,Percentage of independent federal student loan borrowers not making progress after 3 years,,,
2852,repayment.3_yr_bb_fed_repayment.independent.makingprogress,BBRR3_FED_IND_MAKEPROG,Percentage of independent federal student loan borrowers making progress after 3 years,,,
2853,repayment.3_yr_bb_fed_repayment.independent.fullypaid,BBRR3_FED_IND_PAIDINFULL,Percentage of independent federal student loan borrowers paid in full after 3 years,,,
2854,repayment.3_yr_bb_fed_repayment.independent.discharge,BBRR3_FED_IND_DISCHARGE,Percentage of independent federal student loan borrowers with all loans discharged after 3 years,,,
2855,repayment.3_yr_bb_fed_repayment.dependent.count,BBRR3_FED_DEP_N,Dependent federal student loan borrower-based 3-year borrower count,,,
2856,repayment.3_yr_bb_fed_repayment.dependent.default,BBRR3_FED_DEP_DFLT,Percentage of dependent federal student loan borrowers in default after 3 years,,,
2857,repayment.3_yr_bb_fed_repayment.dependent.delinquent,BBRR3_FED_DEP_DLNQ,Percentage of dependent federal student loan borrowers in delinquency after 3 years,,,
2858,repayment.3_yr_bb_fed_repayment.dependent.forbearance,BBRR3_FED_DEP_FBR,Percentage of dependent federal student loan borrowers in forbearance after 3 years,,,
2859,repayment.3_yr_bb_fed_repayment.dependent.deferment,BBRR3_FED_DEP_DFR,Percentage of dependent federal student loan borrowers in deferment after 3 years,,,
2860,repayment.3_yr_bb_fed_repayment.dependent.noprogress,BBRR3_FED_DEP_NOPROG,Percentage of dependent federal student loan borrowers not making progress after 3 years,,,
2861,repayment.3_yr_bb_fed_repayment.dependent.makingprogress,BBRR3_FED_DEP_MAKEPROG,Percentage of dependent federal student loan borrowers making progress after 3 years,,,
2862,repayment.3_yr_bb_fed_repayment.dependent.fullypaid,BBRR3_FED_DEP_PAIDINFULL,Percentage of dependent federal student loan borrowers paid in full after 3 years,,,
2863,repayment.3_yr_bb_fed_repayment.dependent.discharge,BBRR3_FED_DEP_DISCHARGE,Percentage of dependent federal student loan borrowers with all loans discharged after 3 years,,,
2864,repayment.3_yr_bb_fed_repayment.pell.count,BBRR3_FED_PELL_N,Pell Grant recipient federal student loan borrower-based 3-year borrower count,,,
2865,repayment.3_yr_bb_fed_repayment.pell.default,BBRR3_FED_PELL_DFLT,Percentage of Pell Grant recipient federal student loan borrowers in default after 3 years,,,
2866,repayment.3_yr_bb_fed_repayment.pell.delinquent,BBRR3_FED_PELL_DLNQ,Percentage of Pell Grant recipient federal student loan borrowers in delinquency after 3 years,,,
2867,repayment.3_yr_bb_fed_repayment.pell.forbearance,BBRR3_FED_PELL_FBR,Percentage of Pell Grant recipient federal student loan borrowers in forbearance after 3 years,,,
2868,repayment.3_yr_bb_fed_repayment.pell.deferment,BBRR3_FED_PELL_DFR,Percentage of Pell Grant recipient federal student loan borrowers in deferment after 3 years,,,
2869,repayment.3_yr_bb_fed_repayment.pell.noprogress,BBRR3_FED_PELL_NOPROG,Percentage of Pell Grant recipient federal student loan borrowers not making progress after 3 years,,,
2870,repayment.3_yr_bb_fed_repayment.pell.makingprogress,BBRR3_FED_PELL_MAKEPROG,Percentage of Pell Grant recipient federal student loan borrowers making progress after 3 years,,,
2871,repayment.3_yr_bb_fed_repayment.pell.fullypaid,BBRR3_FED_PELL_PAIDINFULL,Percentage of Pell Grant recipient federal student loan borrowers paid in full after 3 years,,,
2872,repayment.3_yr_bb_fed_repayment.pell.discharge,BBRR3_FED_PELL_DISCHARGE,Percentage of Pell Grant recipient federal student loan borrowers with all loans discharged after 3 years,,,
2873,repayment.3_yr_bb_fed_repayment.non_pell.count,BBRR3_FED_NOPELL_N,Non-Pell Grant recipient federal student loan borrower-based 3-year borrower count,,,
2874,repayment.3_yr_bb_fed_repayment.non_pell.default,BBRR3_FED_NOPELL_DFLT,Percentage of non-Pell Grant recipient federal student loan borrowers in default after 3 years,,,
2875,repayment.3_yr_bb_fed_repayment.non_pell.delinquent,BBRR3_FED_NOPELL_DLNQ,Percentage of non-Pell Grant recipient federal student loan borrowers in delinquency after 3 years,,,
2876,repayment.3_yr_bb_fed_repayment.non_pell.forbearance,BBRR3_FED_NOPELL_FBR,Percentage of non-Pell Grant recipient federal student loan borrowers in forbearance after 3 years,,,
2877,repayment.3_yr_bb_fed_repayment.non_pell.deferment,BBRR3_FED_NOPELL_DFR,Percentage of non-Pell Grant recipient federal student loan borrowers in deferment after 3 years,,,
2878,repayment.3_yr_bb_fed_repayment.non_pell.noprogress,BBRR3_FED_NOPELL_NOPROG,Percentage of non-Pell Grant recipient federal student loan borrowers not making progress after 3 years,,,
2879,repayment.3_yr_bb_fed_repayment.non_pell.makingprogress,BBRR3_FED_NOPELL_MAKEPROG,Percentage of non-Pell Grant recipient federal student loan borrowers making progress after 3 years,,,
2880,repayment.3_yr_bb_fed_repayment.non_pell.fullypaid,BBRR3_FED_NOPELL_PAIDINFULL,Percentage of non-Pell Grant recipient federal student loan borrowers paid in full after 3 years,,,
2881,repayment.3_yr_bb_fed_repayment.non_pell.discharge,BBRR3_FED_NOPELL_DISCHARGE,Percentage of non-Pell Grant recipient federal student loan borrowers with all loans discharged after 3 years,,,
2882,repayment.3_yr_bb_fed_repayment.male.count,BBRR3_FED_MALE_N,Male federal student loan borrower-based 3-year borrower count,,,
2883,repayment.3_yr_bb_fed_repayment.male.default,BBRR3_FED_MALE_DFLT,Percentage of male federal student loan borrowers in default after 3 years,,,
2884,repayment.3_yr_bb_fed_repayment.male.delinquent,BBRR3_FED_MALE_DLNQ,Percentage of male federal student loan borrowers in delinquency after 3 years,,,
2885,repayment.3_yr_bb_fed_repayment.male.forbearance,BBRR3_FED_MALE_FBR,Percentage of male federal student loan borrowers in forbearance after 3 years,,,
2886,repayment.3_yr_bb_fed_repayment.male.deferment,BBRR3_FED_MALE_DFR,Percentage of male federal student loan borrowers in deferment after 3 years,,,
2887,repayment.3_yr_bb_fed_repayment.male.noprogress,BBRR3_FED_MALE_NOPROG,Percentage of male federal student loan borrowers not making progress after 3 years,,,
2888,repayment.3_yr_bb_fed_repayment.male.makingprogress,BBRR3_FED_MALE_MAKEPROG,Percentage of male federal student loan borrowers making progress after 3 years,,,
2889,repayment.3_yr_bb_fed_repayment.male.fullypaid,BBRR3_FED_MALE_PAIDINFULL,Percentage of male federal student loan borrowers paid in full after 3 years,,,
2890,repayment.3_yr_bb_fed_repayment.male.discharge,BBRR3_FED_MALE_DISCHARGE,Percentage of male federal student loan borrowers with all loans discharged after 3 years,,,
2891,repayment.3_yr_bb_fed_repayment.non_male.count,BBRR3_FED_NOMALE_N,Non-male federal student loan borrower-based 3-year borrower count,,,
2892,repayment.3_yr_bb_fed_repayment.non_male.default,BBRR3_FED_NOMALE_DFLT,Percentage of non-male federal student loan borrowers in default after 3 years,,,
2893,repayment.3_yr_bb_fed_repayment.non_male.delinquent,BBRR3_FED_NOMALE_DLNQ,Percentage of non-male federal student loan borrowers in delinquency after 3 years,,,
2894,repayment.3_yr_bb_fed_repayment.non_male.forbearance,BBRR3_FED_NOMALE_FBR,Percentage of non-male federal student loan borrowers in forbearance after 3 years,,,
2895,repayment.3_yr_bb_fed_repayment.non_male.deferment,BBRR3_FED_NOMALE_DFR,Percentage of non-male federal student loan borrowers in deferment after 3 years,,,
2896,repayment.3_yr_bb_fed_repayment.non_male.noprogress,BBRR3_FED_NOMALE_NOPROG,Percentage of non-male federal student loan borrowers not making progress after 3 years,,,
2897,repayment.3_yr_bb_fed_repayment.non_male.makingprogress,BBRR3_FED_NOMALE_MAKEPROG,Percentage of non-male federal student loan borrowers making progress after 3 years,,,
2898,repayment.3_yr_bb_fed_repayment.non_male.fullypaid,BBRR3_FED_NOMALE_PAIDINFULL,Percentage of non-male federal student loan borrowers paid in full after 3 years,,,
2899,repayment.3_yr_bb_fed_repayment.non_male.discharge,BBRR3_FED_NOMALE_DISCHARGE,Percentage of non-male federal student loan borrowers with all loans discharged after 3 years,,,
2900,repayment.3_yr_bb_pp_repayment.independent.count,BBRR3_PP_IND_N,Independent student Parent PLUS Loan borrower-based 3-year borrower count,,,
2901,repayment.3_yr_bb_pp_repayment.independent.default,BBRR3_PP_IND_DFLT,Percentage of independent student Parent PLUS Loan borrowers in default after 3 years,,,
2902,repayment.3_yr_bb_pp_repayment.independent.delinquent,BBRR3_PP_IND_DLNQ,Percentage of independent student Parent PLUS Loan borrowers in delinquency after 3 years,,,
2903,repayment.3_yr_bb_pp_repayment.independent.forbearance,BBRR3_PP_IND_FBR,Percentage of independent student Parent PLUS Loan borrowers in forbearance after 3 years,,,
2904,repayment.3_yr_bb_pp_repayment.independent.deferment,BBRR3_PP_IND_DFR,Percentage of independent student Parent PLUS Loan borrowers in deferment after 3 years,,,
2905,repayment.3_yr_bb_pp_repayment.independent.noprogress,BBRR3_PP_IND_NOPROG,Percentage of independent student Parent PLUS Loan borrowers not making progress after 3 years,,,
2906,repayment.3_yr_bb_pp_repayment.independent.makingprogress,BBRR3_PP_IND_MAKEPROG,Percentage of independent student Parent PLUS Loan borrowers making progress after 3 years,,,
2907,repayment.3_yr_bb_pp_repayment.independent.fullypaid,BBRR3_PP_IND_PAIDINFULL,Percentage of independent student Parent PLUS Loan borrowers paid in full after 3 years,,,
2908,repayment.3_yr_bb_pp_repayment.independent.discharge,BBRR3_PP_IND_DISCHARGE,Percentage of independent student Parent PLUS Loan borrowers with all loans discharged after 3 years,,,
2909,repayment.3_yr_bb_pp_repayment.dependent.count,BBRR3_PP_DEP_N,Dependent student Parent PLUS Loan borrower-based 3-year borrower count,,,
2910,repayment.3_yr_bb_pp_repayment.dependent.default,BBRR3_PP_DEP_DFLT,Percentage of dependent student Parent PLUS Loan borrowers in default after 3 years,,,
2911,repayment.3_yr_bb_pp_repayment.dependent.delinquent,BBRR3_PP_DEP_DLNQ,Percentage of dependent student Parent PLUS Loan borrowers in delinquency after 3 years,,,
2912,repayment.3_yr_bb_pp_repayment.dependent.forbearance,BBRR3_PP_DEP_FBR,Percentage of dependent student Parent PLUS Loan borrowers in forbearance after 3 years,,,
2913,repayment.3_yr_bb_pp_repayment.dependent.deferment,BBRR3_PP_DEP_DFR,Percentage of dependent student Parent PLUS Loan borrowers in deferment after 3 years,,,
2914,repayment.3_yr_bb_pp_repayment.dependent.noprogress,BBRR3_PP_DEP_NOPROG,Percentage of dependent student Parent PLUS Loan borrowers not making progress after 3 years,,,
2915,repayment.3_yr_bb_pp_repayment.dependent.makingprogress,BBRR3_PP_DEP_MAKEPROG,Percentage of dependent student Parent PLUS Loan borrowers making progress after 3 years,,,
2916,repayment.3_yr_bb_pp_repayment.dependent.fullypaid,BBRR3_PP_DEP_PAIDINFULL,Percentage of dependent student Parent PLUS Loan borrowers paid in full after 3 years,,,
2917,repayment.3_yr_bb_pp_repayment.dependent.discharge,BBRR3_PP_DEP_DISCHARGE,Percentage of dependent student Parent PLUS Loan borrowers with all loans discharged after 3 years,,,
2918,repayment.3_yr_bb_pp_repayment.pell.count,BBRR3_PP_PELL_N,Pell Grant recipient student Parent PLUS Loan borrower-based 3-year borrower count,,,
2919,repayment.3_yr_bb_pp_repayment.pell.default,BBRR3_PP_PELL_DFLT,Percentage of Pell Grant recipient student Parent PLUS Loan borrowers in default after 3 years,,,
2920,repayment.3_yr_bb_pp_repayment.pell.delinquent,BBRR3_PP_PELL_DLNQ,Percentage of Pell Grant recipient student Parent PLUS Loan borrowers in delinquency after 3 years,,,
2921,repayment.3_yr_bb_pp_repayment.pell.forbearance,BBRR3_PP_PELL_FBR,Percentage of Pell Grant recipient student Parent PLUS Loan borrowers in forbearance after 3 years,,,
2922,repayment.3_yr_bb_pp_repayment.pell.deferment,BBRR3_PP_PELL_DFR,Percentage of Pell Grant recipient student Parent PLUS Loan borrowers in deferment after 3 years,,,
2923,repayment.3_yr_bb_pp_repayment.pell.noprogress,BBRR3_PP_PELL_NOPROG,Percentage of Pell Grant recipient student Parent PLUS Loan borrowers not making progress after 3 years,,,
2924,repayment.3_yr_bb_pp_repayment.pell.makingprogress,BBRR3_PP_PELL_MAKEPROG,Percentage of Pell Grant recipient student Parent PLUS Loan borrowers making progress after 3 years,,,
2925,repayment.3_yr_bb_pp_repayment.pell.fullypaid,BBRR3_PP_PELL_PAIDINFULL,Percentage of Pell Grant recipient student Parent PLUS Loan borrowers paid in full after 3 years,,,
2926,repayment.3_yr_bb_pp_repayment.pell.discharge,BBRR3_PP_PELL_DISCHARGE,Percentage of Pell Grant recipient student Parent PLUS Loan borrowers with all loans discharged after 3 years,,,
2927,repayment.3_yr_bb_pp_repayment.non_pell.count,BBRR3_PP_NOPELL_N,Non-Pell Grant recipient student Parent PLUS Loan borrower-based 3-year borrower count,,,
2928,repayment.3_yr_bb_pp_repayment.non_pell.default,BBRR3_PP_NOPELL_DFLT,Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers in default after 3 years,,,
2929,repayment.3_yr_bb_pp_repayment.non_pell.delinquent,BBRR3_PP_NOPELL_DLNQ,Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers in delinquency after 3 years,,,
2930,repayment.3_yr_bb_pp_repayment.non_pell.forbearance,BBRR3_PP_NOPELL_FBR,Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers in forbearance after 3 years,,,
2931,repayment.3_yr_bb_pp_repayment.non_pell.deferment,BBRR3_PP_NOPELL_DFR,Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers in deferment after 3 years,,,
2932,repayment.3_yr_bb_pp_repayment.non_pell.noprogress,BBRR3_PP_NOPELL_NOPROG,Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers not making progress after 3 years,,,
2933,repayment.3_yr_bb_pp_repayment.non_pell.makingprogress,BBRR3_PP_NOPELL_MAKEPROG,Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers making progress after 3 years,,,
2934,repayment.3_yr_bb_pp_repayment.non_pell.fullypaid,BBRR3_PP_NOPELL_PAIDINFULL,Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers paid in full after 3 years,,,
2935,repayment.3_yr_bb_pp_repayment.non_pell.discharge,BBRR3_PP_NOPELL_DISCHARGE,Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers with all loans discharged after 3 years,,,
2936,repayment.3_yr_bb_pp_repayment.male.count,BBRR3_PP_MALE_N,Male student Parent PLUS Loan borrower-based 3-year borrower count,,,
2937,repayment.3_yr_bb_pp_repayment.male.default,BBRR3_PP_MALE_DFLT,Percentage of male student Parent PLUS Loan borrowers in default after 3 years,,,
2938,repayment.3_yr_bb_pp_repayment.male.delinquent,BBRR3_PP_MALE_DLNQ,Percentage of male student Parent PLUS Loan borrowers in delinquency after 3 years,,,
